,Reward,Length,Completed
0,-14.910605703403323,52.0,0.0
1,-14.910605703403323,52.0,0.0
2,-12.62516485537133,46.0,0.0
3,-11.27855509058178,51.0,0.0
4,-10.980976297511702,42.0,0.0
5,0.6004311286543249,47.0,0.0
6,-15.556016666825595,55.0,0.0
7,-18.669079954789503,54.0,0.0
8,-14.355876594833632,52.0,0.0
9,-13.315675627729897,51.0,0.0
