,Reward,Length,Completed
0,-11.157443971370064,41.0,0.0
1,-12.698402497413456,42.0,0.0
2,-10.983099430484144,41.0,0.0
3,-5.722436153907333,41.0,0.0
4,-11.157443971370064,41.0,0.0
5,-11.157443971370064,41.0,0.0
6,-12.480226332505056,42.0,0.0
7,-10.983734274890702,41.0,0.0
8,-10.506261991012066,42.0,0.0
9,-10.983741161914237,41.0,0.0
