,Reward,Length,Completed
0,-12.346456012504708,53.0,0.0
1,-9.812870233877355,54.0,0.0
2,-9.812870233877355,54.0,0.0
3,-26.704852545204275,60.0,0.0
4,-13.842051603901261,54.0,0.0
5,-16.7436991893622,56.0,0.0
6,-8.730298673916412,58.0,0.0
7,-7.499895294307523,55.0,0.0
8,-29.394866743448915,59.0,0.0
9,-9.812870233877355,54.0,0.0
