,Reward,Length,Completed
0,-28.68908815507654,59.0,0.0
1,-26.45131718605804,59.0,0.0
2,-31.599710700645584,61.0,0.0
3,33.161167078312545,100.0,1.0
4,-24.619477970333826,58.0,0.0
5,-26.07736358604884,59.0,0.0
6,-28.68908815507654,59.0,0.0
7,-60.53339689682737,68.0,0.0
8,-49.05522842456226,64.0,0.0
9,-28.68908815507654,59.0,0.0
