,Reward,Length,Completed
0,-6.255088033781812,39.0,0.0
1,-6.4270663975712665,41.0,0.0
2,-12.524986878136062,42.0,0.0
3,-11.157447833206023,41.0,0.0
4,-11.157443971370064,41.0,0.0
5,-5.118082541930548,42.0,0.0
6,-10.983741161914237,41.0,0.0
7,-6.591200784601671,39.0,0.0
8,-11.138115355841789,41.0,0.0
9,-11.798573254019152,42.0,0.0
