,Reward,Length,Completed
0,45.0164273284801,100.0,1.0
1,-59.6792860444024,68.0,0.0
2,-17.68139776647129,100.0,1.0
3,45.391213095671546,100.0,1.0
4,44.882411636339945,100.0,1.0
5,-231.50642470012139,100.0,1.0
6,56.8281272651743,100.0,1.0
7,-175.34507986464772,86.0,0.0
8,-50.17762050791145,62.0,0.0
9,36.96231291957599,100.0,1.0
