,Reward,Length,Completed
0,-14.78213350948295,37.0,0.0
1,-14.78213350948295,37.0,0.0
2,-14.78213350948295,37.0,0.0
3,-12.28911173237366,37.0,0.0
4,-14.78213350948295,37.0,0.0
5,-12.28911173237366,37.0,0.0
6,-17.527132631345907,38.0,0.0
7,-14.78213350948295,37.0,0.0
8,-17.527132631345907,38.0,0.0
9,-11.225701955681215,36.0,0.0
