,Reward,Length,Completed
0,57.18602449042221,100.0,1.0
1,74.64453559617208,100.0,1.0
2,76.38137722461802,100.0,1.0
3,92.77334214767535,100.0,1.0
4,92.77334214767535,100.0,1.0
5,84.0029971495857,100.0,1.0
6,74.64460975184,100.0,1.0
7,89.72098472300672,100.0,1.0
8,77.12350766853052,100.0,1.0
9,88.7778046984042,100.0,1.0
